,Vedio Urls,No of Views,Date Created,NO of Comments,comments,Likes,Dislikes
279,https://www.youtube.com/watch?v=gMHXjjPlRUg,27301,"Jun 20, 2011",20,"['""logest one hand wheelie ever"" hahahah thats like 200meters, my record 1.500meters.', '""logest one hand wheelie ever"" hahahah thats like 200meters, my record 1.500meters.', 'my nö handwheelies are longer 😂', 'swing that arm around man dont leave it hanging there', 'When i do this my shoulder starts feeling pain', 'Das is ja sau kurz da kann ich ihn freihändig länger', ""That's actually pretty short. I can do one for much longer."", 'gg wp', 'what type of mountain bike is that mate?', 'hahahaha my longest one hand 1200 meters', 'mine was about 7 minutes', 'suomi perkele', 'Still needed 2 hands to pull it up tho haha', 'This is lost', 'not ever seeing its only 35 secs', 'hahaha loongest', 'I can do longer ngl', 'mine are way longer then that', 'Bruuuh', 'Easy']",148,83
280,https://www.youtube.com/watch?v=FywzPVXLCPw,15026,"Jan 22, 2010",5,"['Thank you', 'What what?', 'xlr250baja', 'No,\nOnly restaurants', 'your resturant brings in a lot of bikes any scooters?']",22,5
281,https://www.youtube.com/watch?v=AlOBw5P_O_c,1568,"Oct 1, 2011",3,"['onde comprar preciso de um urgente', 'gostei', 'eu não gostei ']",9,1
282,https://www.youtube.com/watch?v=hcJBaxNIvE4,12655,"Jan 13, 2010",9,"['I was 6th row too! Seat 12!', 'OMG I was there too, but a little bit far xD', ""can't get enough of her! I was at this show thanks for posting it!!"", 'great vid!  I went on the 13th and she wore a purple version of this!', '@nswizzle1 \nI was there and 6th row as well!!!! What seat????', 'she always sings paparazzi better live......always.', 'there opening night', ""I actually do appreciate how this outfit makes her legs look a bit chunky. I don't know why."", 'Do you have any idea how much money I would pay you for a copy of this? You could make bank. I was at this show. 6th row. ']",104,4
283,https://www.youtube.com/watch?v=e_PJgTtyGG4,989,"Mar 23, 2009",1,['niin söpö ja pieni <3 ^_^'],1,0
284,https://www.youtube.com/watch?v=2t1IlpKi4i4,2346,"Oct 1, 2011",2,"['im having so much trouble in this parking. any tips u can give me would b great. I watched ur video over and over and it made it looks so easy but when im doing it in school its really hard. I would appreciate if u can give me any tips i can use it while im practicing. Thank You ', 'I would really appreciate if u can get back to me as soon as possible i really need some help. School which im taking classes, instructors r suck they dont even know what the hell the doing. ']",11,1
285,https://www.youtube.com/watch?v=6U68MbzPTVQ,1420,"Dec 31, 2009",3,"[':,(', 'Es una poqueriano  sirb y aburre (consiguete una vida y un cerebro)', 'es aburrido y es una perdida de tiempo \n ']",5,1
286,https://www.youtube.com/watch?v=k4oUor5Z-iI,21779,"May 26, 2010",1,['No vi nada loco :S'],11,8
287,https://www.youtube.com/watch?v=Xw91mXv-fB4,386,"Oct 26, 2011",0,no Comments ,1,2
288,https://www.youtube.com/watch?v=wY2zkFJ1mEg,501,"Jul 20, 2010",2,"['Nero is adorable with his mouse box!  And the music is perfect for the video (what is it?)', 'So sweet, I miss having kittens.']",3,0
289,https://www.youtube.com/watch?v=P3UNbPbzreQ,18679,"Jan 28, 2010",13,"['@Wesssh76 \n\nLeovince TT Exhaust', '@therealepirate \n\nwell yeah :P', '@nopeneinnope \n\nyes I recommend ;)', 'Leovince TT exhaust only', '@sirsabio2010 \n\na minha também estava na garantia e eu não a perdi ;)\n\nela nunca te vai dar problemas. Só quer oleo e gasolina lá dentro e mais nada :P', 'Setup ?', ""What's your configuration ?"", 'Can you see how much gas you have left some how?', 'That Leo Vince TT is beast, I have it on mine too. Just sneak that pesky restriction bit out of there for some powah ;3', ""je vais te décevoir mais 80km/h c'est la vitesse compteur 😂 tu n'est qu'à 70 réel"", 'mas foi feito com a scooter de origem?', ""@LC313racing Well i don't know if u know anything about the rivals of this model but i'd like you to tell me which is the best 50cc scooter. I'm between V-clic peugeot, Zip 50cc2t piaggio and this one. Piaggio is good? This is one is it any comfortable?"", 'Boas, este video foi feito com a scooter de origem??, tenhu uma igual e estou a pensar por um escape leo TT, o k axas???']",19,1
290,https://www.youtube.com/watch?v=RPmhaO8O-y0,94,"Dec 1, 2010",0,no Comments ,1,0
291,https://www.youtube.com/watch?v=xK3vhJlhKRA,28697,"Jun 6, 2011",8,"['Será que a limpeza é feita assim mesmo?', 'Duvido muito que seja desse jeito com todo esse cuidado! Não vi a limpeza do chão da área da ducha. ', 'Pegou no papel higiênico com as luvas😞', 'Se fosse assim tava bom d+', 'Felicidades por el canal. En España se realiza un poco distinto tanto en hoteles como hospitales. Por temas de contaminación cruzada.', 'duvido que limpe desse jeito mesmo... Já teve reportagem comprovando que alguns hotéis nem lavam a roupa da cama!', 'Vcs dão este curso?', 'APRENDAM UMA COISA, ÁLCOOL NÃO É RECOMENDADO PARA FAZER ESSE TIPO DE SERVIÇO. NO VASO SANITÁRIO UTILIZA-SE SOMENTE O DESINFETANTE. A BANHEIRA NÃO FOI FEITA A HIGIENIZAÇÃO DAS TUBULAÇÕES. ENFIM. NOTA ZERO!']",161,15
292,https://www.youtube.com/watch?v=yifvrF-QJrE,1704,"Apr 9, 2011",0,no Comments ,1,1
293,https://www.youtube.com/watch?v=N_kZ0mnGvAo,992,"Jun 21, 2011",0,no Comments ,1,0
294,https://www.youtube.com/watch?v=KTpwnsz498Q,753,"Aug 16, 2009",0,no Comments ,1,0
295,https://www.youtube.com/watch?v=Ok6t_gB8dBI,2094,"Aug 8, 2009",0,no Comments ,4,0
296,https://www.youtube.com/watch?v=LEXpJRLTRak,602,"Oct 14, 2009",1,['Me and the bear'],4,0
297,https://www.youtube.com/watch?v=SvHqfl3DCyI,17,"May 25, 2011",0,no Comments ,0,0
298,https://www.youtube.com/watch?v=HxPskaUPSXg,133,"Apr 26, 2011",0,no Comments ,3,0
299,https://www.youtube.com/watch?v=0_bjnO-TAsk,8176,"Dec 23, 2009",1,['トンレサップ湖に行ってきました。\nタライ桶に乗った少年が、蛇を持って「1ドル1ドル」と言うので、\n写真を撮って1ドルあげました。\n単なる私の自己満足で何も解決しません。\n明日もその子は同じ生活を送るのでしょう。'],2,0
300,https://www.youtube.com/watch?v=kFPUiJFKwbI,843,"Jan 16, 2011",1,['me quedo con la bocina napalm'],6,2
301,https://www.youtube.com/watch?v=RPvUm7CTEqk,1764,"Apr 2, 2010",0,no Comments ,LIKE,DISLIKE
302,https://www.youtube.com/watch?v=yYr5tuCEb3w,24039,"Feb 12, 2009",13,"['1:02 А теперь ЙА НеведимкО)))', 'прелесть))', '@manulbeast Я тоже так думаю=)', 'милашки =)', 'занесло))) Мяукнул один и другой перестал нападать))', 'Чудышки!', 'такие классные пузанчики))\nсейчас уже совсем большие, наверно\n^0.0^', 'Красотульки! Очаровашки!!!\nВесёлые, энергичные, смелые.\n\nСпасибо за видео!', 'и как я с порно попал сюда????', 'класс', 'Мрь-мьр-мрь...дерутся,а моторчик работает', 'Будущие звезды ю-туба в категории ""самые смешные кошки"" :)', 'Утички какие няяшечки милаффки так ие утю тю! Ути пути няффочкии ♡♡♡']",110,4
303,https://www.youtube.com/watch?v=ssZPmv2AnMs,1265,"Jun 21, 2011",0,no Comments ,2,0
304,https://www.youtube.com/watch?v=gdli6QQyoiQ,321,"Jun 24, 2009",0,no Comments ,3,0
305,https://www.youtube.com/watch?v=tn6Sby6mzJQ,43886,"Mar 2, 2011",2,"['αντε μπραβο βαλτε και αλλα βιντεακια στο ιντερνετ να τα βλεπουμε ολοι οι ξενοι εχουνε με προβατα εκτος απο εμας ανεβαστε και αλλα.', '']",41,8
306,https://www.youtube.com/watch?v=KHaJjN2koBE,343,"Apr 1, 2011",0,no Comments ,1,0
307,https://www.youtube.com/watch?v=b4IJxqU7YKQ,859,"May 21, 2011",0,no Comments ,1,0
308,https://www.youtube.com/watch?v=d6vTXY--7zw,3836,"Jan 14, 2011",9,"['Grea vid man! Love the trucks!', 'this is so cool! where do they do these?', 'Nice!', '@JaccobDalton Yea hahaha...... uh huh......', 'I enjoy those sounds from the air horn, sounds like locomotive coming by.  wish there was an event like this in Aus.', 'Nice. Those are nice rear loaders.', 'Nice nice. \nWhere was this held at? ', 'Oooooh TONS of action. Nice plea to get more people to sub you too.', 'at the University of Phoenix stadium. Not\ufeff sure where the next one will be though.']",7,1
309,https://www.youtube.com/watch?v=LNF5kyacOro,86,"Jun 25, 2011",0,no Comments ,1,0
310,https://www.youtube.com/watch?v=K0x41oVlwgo,180,"Oct 23, 2010",0,no Comments ,1,0
311,https://www.youtube.com/watch?v=ynYz6f5FCOk,24160,"Sep 23, 2011",4,"['STYLé ', 'very nice', 'whats they youtube name in white truck', 'someone call the cops   that highway just got murdered']",42,0
312,https://www.youtube.com/watch?v=hzj82U5sIvk,625,"Aug 27, 2011",0,no Comments ,2,0
313,https://www.youtube.com/watch?v=eviu7cspe44,5252,"Aug 27, 2011",5,"[':sigh: Even throughout their many years of service  n e v e r  did I stop admiring these GM buses from within or without.', 'I <3 this bus!', 'And also the Allison VH9', 'Is the interior ceilng tile on NYCTA Bus 1059 the original?', 'A Q4A full bus in service']",50,1
314,https://www.youtube.com/watch?v=inda3w2SwyE,762,"Aug 1, 2011",0,no Comments ,4,1
315,https://www.youtube.com/watch?v=Yl-zsUmCKCU,552,"Oct 8, 2011",0,no Comments ,0,0
316,https://www.youtube.com/watch?v=B5sMvpaG4T4,696,"Aug 22, 2011",0,no Comments ,1,0
317,https://www.youtube.com/watch?v=ss_XhO4kIoY,11886,"Jul 26, 2007",2,"['Absolutely beautiful!  Nice job.', 'My Dad had one like this ""The Thunder Bug""   He lent it to a friend who tied it up too short at the dock and it got swamped.']",6,0
318,https://www.youtube.com/watch?v=dMftj3QgGLk,583,"Sep 6, 2009",2,"['cool\nnice birds', 'nong mayong adlaw\ngabaligya ka pating mo?\n09206453336']",2,0
319,https://www.youtube.com/watch?v=GH0iQ89gMXA,2651,"Apr 19, 2009",0,no Comments ,1,0
320,https://www.youtube.com/watch?v=6qVpY1VC2hU,1997,"Sep 16, 2010",0,no Comments ,8,0
321,https://www.youtube.com/watch?v=6u2zQ7Zg8aE,6438,"Sep 5, 2011",2,"['Old moment.. thanks for sharing', 'IRM me kaisa placement hota h, okzz tell me']",11,0
322,https://www.youtube.com/watch?v=4Zxsg6aJ9tA,2874,"Nov 27, 2009",1,['MIME'],3,1
323,https://www.youtube.com/watch?v=HpGuferuC44,11206,"Mar 30, 2011",9,"['faini :)', 'as turiu viana :)', 'kokie mieli', 'kokie faini (: as irgi turiu viena bet katyte mes ja pirkom kai buvo vienas menesis ar kiek ten tai butu dar mazesne buvusi (:', 'turiu britų trumpaplaukę katę, jau 5  ar 6 vadas atsivedė. Dabar kaip tik 6 kačiukai mano kambary duodas 😂', 'Aww so cute taip miela', 'as turbut pirksiu ❤❤❤💋💋😽😽😽😻😻😻😻😻😻😻😻😻😍😍😍', 'as turiu😘😘😘😘😘😘😘😘😘😘😘😘😘😘😃😃😃😃😃😃😃', 'As pazistu kuris turejo 6 tokius']",60,1
324,https://www.youtube.com/watch?v=VXNEqQb5C4Y,631,"Apr 11, 2009",0,no Comments ,2,0
325,https://www.youtube.com/watch?v=fsCwAYYI4js,548,"Apr 23, 2011",0,no Comments ,3,0
326,https://www.youtube.com/watch?v=H0QTCKxJmLY,659,"May 31, 2010",6,"['@trainandhawksfan17 I think around 50-60 MPH. The speed limit on this road is 50.', 'ooooh nice!', 'awesome!', 'Nice video Andrew!', 'Looks like a black hole opened up in the sky at 1:13. Great video!!!', 'Pacing metra to Joliet']",11,0
327,https://www.youtube.com/watch?v=licvxKxP-iY,100,"Oct 13, 2010",0,no Comments ,0,0
328,https://www.youtube.com/watch?v=WBm6Pki8DSI,922,"Dec 26, 2010",1,['うおおおおおお！！まってました！！'],0,0
329,https://www.youtube.com/watch?v=UBh58k7LHZ0,1423,"Oct 16, 2010",0,no Comments ,2,0
330,https://www.youtube.com/watch?v=5WyLfw9GQ_8,1945,"Oct 12, 2010",2,"['Nice', 'Nnnaja. Gegen nen jl audio w7 muss der noch ne schippe drauflegen  ;)']",8,0
331,https://www.youtube.com/watch?v=FiCIZpT08B0,619,"Jan 31, 2009",0,no Comments ,0,0
332,https://www.youtube.com/watch?v=DYgoNzWi0Mc,438,"Aug 13, 2011",0,no Comments ,1,0
333,https://www.youtube.com/watch?v=lAKlDMdS59s,4311,"Nov 5, 2009",1,['eso es en argentina?'],20,7
334,https://www.youtube.com/watch?v=xI9hVWp7Lsg,5038,"Dec 30, 2008",20,"['Yes, I\'m talking.  I get a little carried away with the ""baby"" talk.', ""Wow!  Just in my family, there's Princess, the one in the video, born without an eye, our own Simcha, born without her left leg and my mom's cat, born without his tail (which is rather common....)"", 'i love how you can hear handy many in the background i was singing along :)', 'Your kitten sounds very cute!  Thanks for commenting.', 'Yup!\n\nThanks for watching!', '@cheerlollypop202 LOL!  Cool.', 'Me, too!', '@lyssabug3590 Thanks for your comment!', 'Thanks for commenting.', ""Yes, I thought so, too.  At the Humane Society, they suggest picking out two kitties to find out which one is more compatible.  Well, this Princess was the first he wanted to see and they were warned that she's pretty shy.  But, once they got into the room she warmed up to him immediately.  Needless to say, they didn't look at another kitty!"", '@Nao064 Thanks for your comment!', 'OMG I LOVED IT!', '@1anaken Read the description!', 'CUTE TUXEDO CAT! 5/5', '@3577 Whatever.', 'in my town(i live in val dor quebec) and in my neighbourhood theres a dog with three paws a one-eyed cat and a cat whos missing the front leg paw. they were all born without it...', 'i love tuxedo cats', 'She was born without it.', '@1anaken No, actually, Princess has only one eye.  She was born missing an eye and the vet did surgery to close up the empty socket. ', 'Its nice to now that not all One eye cats die after brith its so sad :(']",24,2
335,https://www.youtube.com/watch?v=m8a_p224qn0,163,"Oct 11, 2011",0,no Comments ,1,0
336,https://www.youtube.com/watch?v=cYFGL60kQ6A,1260,"Jul 19, 2010",0,no Comments ,3,0
337,https://www.youtube.com/watch?v=Rp1WuAaLe54,29981,"Dec 16, 2010",20,"[""It's a really nice knife for th emoney for sure! I would recommend everyone at least give one a try"", ""@swunka11 \nYes, that's what stopping the blade. IMO a stronger method than a stop pin. Striders use the thumstuds for stop pins as well."", '@mjbooner \nEither one. They are the same size and configuration. If I had to choose the smaller m16-13 would be a better choice than either of these just due to the small size.', ""Generally I don't like them. if I had to have them, I would choose this kind"", 'I like them both!', 'Never! biggest piece of crap ever! LOL', 'I have both knives and I love them. Move through pocket clip to the bottom and the blade will open as you pull it out your pocket.', ""No prob. I'm planning getting The M16-14SF, the one with aluminum handles and a tanto combo blade."", 'Just Ordered Both The M16-14DSFG And M16-13DSFG The Other Day ... Cant Wait To Get Them (Both Tanto Point) Also Ordered The CRKT Triumph Neck And The Coating On The M16 Is Titanium Nitrade! ;) Cheers', 'Thanks!', '@GMAN2187 \nHey thanks', 'I have the DFSG and it’s a beast; I have decades of collecting knives from fixed to folding and this is one of my favorites.', ""First off great video bud second was I had my eye on the tan one in your video and I'm in Canada and it costs 80 bucks do you think its worth that?"", ""Just stumbled across this video and wanted to know how these knives were holding up for you, if you still have them. My M16-14DSFG has been my daily carry for about 6 years now and still looks pretty much like the day I took it out of the blister pack. It has been used heavily (cutting small limbs, digging, opening cans) and pocket carried every day in all sorts of conditions. It's still paper sharp, rust free, has retained all of its factory color and has a nice tight lockup. Has cut everything I've asked it to for years and still looks great."", 'frame lock and Im sold. Flipper with spring assisted, and lose the thumb studs. Would make an excellent knife. A decent tang would be good too.', '@Xerubim \nTaiwan ', 'Hey man, between desert tan and black which color do you like? In the video the desert tan looks a little yellowish, ya know what I mean?', ""Don't you think they need to dump that style o serrations all together"", 'Well, this is the situation, in lithuania we have crkt m16-14dsfg for 245litas (aprox. 94$) and crkt M16-14sf for 354litas (136$), so is black ,,collor"" and steel handle worth 38$? Idk, i would love to buy CRKT TAO tactical pen for those ,,leftovers"". What should i do?', 'It looks like a good beater knife. Those serrations are whats making me want to get one. It wont replace my para 2 or any of my other spydercos, but It sure is calling me.']",124,16
338,https://www.youtube.com/watch?v=UwcJsMnBOmk,7,"Apr 25, 2009",0,no Comments ,0,0
339,https://www.youtube.com/watch?v=BOSkSWUhFFI,74,"Feb 1, 2009",0,no Comments ,0,1
340,https://www.youtube.com/watch?v=DiLGyNCykDE,449,"May 16, 2010",2,"['yeaaaaaaaaaa', 'veeeeeeeeeeeeeeetttttt']",3,1
341,https://www.youtube.com/watch?v=c0CTkM5HMmw,3293,"Mar 22, 2011",0,no Comments ,3,0
342,https://www.youtube.com/watch?v=vzFVP0BWgoo,1255,"Aug 15, 2010",4,"['@madonnafan57 um die 45 °C ;-)', 'great video 11/10:-)', '@TheBuggy96 sitz 23 a', 'Super vid...\nkannst du mir sagen welche reihe du gesessen bist?']",3,0
343,https://www.youtube.com/watch?v=xmWAmSXnWCY,907,"Jul 14, 2011",0,no Comments ,3,1
344,https://www.youtube.com/watch?v=3tv_dUR84cE,592,"May 12, 2009",0,no Comments ,1,1
345,https://www.youtube.com/watch?v=1yJNF0tGi9A,492,"Sep 8, 2010",0,no Comments ,1,0
346,https://www.youtube.com/watch?v=aY7Jl7XkiA4,1252,"Sep 22, 2009",0,no Comments ,3,1
347,https://www.youtube.com/watch?v=OsUEf211v1c,106479,"Feb 15, 2011",6,"['HAHHAHAHAHAHA hoe schattig', ""Ik Heb Ook Zo'n Vogel :P"", 'Ik ook', 'hey,\n\nik heb laatst een valkparkietje gekocht en ik heb geen idee hoe ik hem moet leren praten of hem trucjes moet aanleren.\nweet u dat mss ?', 'das een leuke de mijne het ook punky ', 'Wat een mooie vogel 🦅 is het een mijsje vogel 🐦 of een jongen 👦 🐦']",88,19
348,https://www.youtube.com/watch?v=_miD1f9QQZg,3344,"Apr 27, 2011",2,"['พ่อทำนับถือหลวงตารินมากเลยคับ', 'อนุโมทนาสาธุครับ']",18,0
349,https://www.youtube.com/watch?v=in2hUc-uh3c,327,"Aug 9, 2011",3,"['@kmsalty400 ya i already did that it worked good thanks', 'how much is a full setup for an adualt bearded dragon setup?', 'if u see stuck sheddings soak him in warm water for 10 minutes and then u could peel the shedding off of him.']",0,0
350,https://www.youtube.com/watch?v=rWdxS72UkOw,201,"Mar 10, 2011",0,no Comments ,2,0
351,https://www.youtube.com/watch?v=TuEwZSEUe5A,212,"Feb 19, 2009",0,no Comments ,0,0
352,https://www.youtube.com/watch?v=FhP7fwa-AFc,5869,"Apr 5, 2009",0,no Comments ,0,2
353,https://www.youtube.com/watch?v=W9AhSPvngq8,1403,"Aug 2, 2010",2,"['@filmsallday two', 'that was so sick.']",4,0
354,https://www.youtube.com/watch?v=h4Yn3u-87g4,9257,"Mar 5, 2009",3,"['Your Livin the Dream...Come join Our Groups!', 'How good it feels to  be able to enjoy your life \nfree of work and  other distractions.\nWe are lucky  friend', ""I don't know why, but your videos calm me""]",8,2
355,https://www.youtube.com/watch?v=p44w19rqqE8,45980,"Sep 2, 2008",20,"['@TiberiumIsTheAnswer \n\nYes do it plz and film it :)', 'man, i would love to do that', '1:24 w.o.w', 'adria cl-600 or something like that imagine a 767 hahahahahaaa', 'are you okay?', 'can i put my face on the exit of that thing?', ""You've got balls!\n\nCheers from the United States"", 'mula', 'try standing behind an f-16 when taking off. Have fun', '...', 'hehe', 'wow very good', 'Have you planespotted in Skiathos? \nI have started a new group at facebook \nJust search for Alexandros Papadiamantis airport at Skiathos', 'no,he can try an A380. now thats fun!', 'What is that for a plane? ', 'nothing ...just to much ""malakies"" in the head.nothing else.', 'AN SOY XOSO THN RAKETA TOY TENNIS STO KOLO THA SOY PO EGO SKATOFLORE!', 'THAT IS NOT A BIG PLANE!!', 'worst videos, dont know how to handle the camera and distance', ""thats chuck norris' hairdryer""]",31,48
356,https://www.youtube.com/watch?v=-FP48-CyWOs,782,"Feb 26, 2009",0,no Comments ,1,1
357,https://www.youtube.com/watch?v=C7zrzQ9xh2M,271,"Aug 23, 2010",0,no Comments ,3,0
358,https://www.youtube.com/watch?v=tjoKmYG6L9Q,399,"May 21, 2010",0,no Comments ,4,0
359,https://www.youtube.com/watch?v=AT5QKdtFCKc,1706,"May 25, 2010",0,no Comments ,4,0
360,https://www.youtube.com/watch?v=rwzjQSTLmhk,504,"Dec 3, 2009",1,['hey good job.. awesome .. god bless u guys'],6,2
361,https://www.youtube.com/watch?v=89qfsC77BYk,413,"Jun 24, 2010",0,no Comments ,7,0
362,https://www.youtube.com/watch?v=3-1QbRsqn_g,3704,"Mar 8, 2010",0,no Comments ,5,0
363,https://www.youtube.com/watch?v=9cbHkqqK5N8,1584,"Jan 12, 2010",5,"[""i really love the hand bitting though  these guys don't knw how to play well I used to play when I was a kid it is played by the Somali kids and it's tradition"", 'OMFG HES BADD!!', 'Beautiful family', 'the title of your video is insulting my friend.', '*snikers*']",7,1
364,https://www.youtube.com/watch?v=nMW7WsVKd_E,10551,"Oct 10, 2011",1,"['""No description available"" - NO DESCRIPTION NEEDED! :)']",14,0
365,https://www.youtube.com/watch?v=nTtqkLze7eY,665,"Sep 14, 2007",0,no Comments ,0,0
366,https://www.youtube.com/watch?v=PscLpXGKb6M,17431,"Dec 16, 2009",3,"['Hi I would like to say, your video is amazing on how far Billy has come, We just finally found out from your video what is happening to our ""MYI"" we have brought her to the vet & they had no idea what is wrong with her, she has had blood tests & ex-rays & meds but they never thought it was the ear & I know 100% in my heart this is what she has we are going back to the vet on Monday to show them a web site that my friend found for me cause it has been a week now she is on these meds & not helping', ""Are you sure that's a disorder?  It looks more like something I've seen every cat do at some point."", ""sorry couldn't fit everything I wanted to say. The gave her meds for heart worms & an anti biotic She finally at 15 crunchies on her own today I was crying so much. I have been feeding her & giving her water with a syringe since last Friday. She will not drink on her own & I feel so bad by forcing her but what else can I do & also the potty help here do that also. I have been crying everyday but today she made me proud by eating a few crunchies herself  Thank you so much for having your video""]",11,3
367,https://www.youtube.com/watch?v=9lFSV7V1Awg,479,"Sep 12, 2011",0,no Comments ,6,0
368,https://www.youtube.com/watch?v=49CwzbRIUpI,312,"Aug 29, 2011",0,no Comments ,0,0
369,https://www.youtube.com/watch?v=UnUlhJaHWlA,1065,"Nov 3, 2010",0,no Comments ,1,0
370,https://www.youtube.com/watch?v=S3kMZfyHU9g,1255,"Mar 3, 2011",0,no Comments ,4,0
371,https://www.youtube.com/watch?v=tZvY0ZmZzFE,3317,"Sep 16, 2011",0,no Comments ,6,0
372,https://www.youtube.com/watch?v=wFCNiLX2Cb4,836,"Jun 13, 2011",5,"['thx', 'i mean 2:09\nwell,you know', 'Nice. I really like your poops', '2:08', 'OH MY GOD. ']",12,2
373,https://www.youtube.com/watch?v=1YZMLxvSyAc,6441,"Jun 24, 2011",6,"[""Yeah, He Plays Soccer.\nSrry For The Lag On Commenting.!':/"", 'lol i just saw this video.', 'How could u to this', 'does he play soccer or something??', 'Used to date the hobo in this vid', 'I think this is a disgrace. And you call yourself a civilised nation!!']",19,8
374,https://www.youtube.com/watch?v=IXiTLfg8Nc0,10352,"Mar 19, 2009",1,['ونعم ياويله وسبعين نعم ... ولافيكم شك .. ونعم بالدوسري .. وجعل هالعاده دوووم .. هل خيل وعلوم سفره .. وعلى العز ياهل نجران .. على العز .. كفوووووووو .. ولاهان من نزل المقطع '],5,0
375,https://www.youtube.com/watch?v=xH95bjhVIsU,1698,"May 28, 2011",1,['si tio yo les conozco yo quierio bajarla '],6,0
376,https://www.youtube.com/watch?v=BMtDWfDcbwo,800,"Apr 21, 2011",0,no Comments ,3,0
377,https://www.youtube.com/watch?v=FzLMHXTZiyg,4858,"Jun 26, 2011",1,['Das sind die besten :-)'],2,0
378,https://www.youtube.com/watch?v=IqBYwhyPn2Q,284,"Sep 15, 2009",0,no Comments ,0,0
379,https://www.youtube.com/watch?v=-pHE_diYblM,320,"Jul 5, 2009",0,no Comments ,2,0
380,https://www.youtube.com/watch?v=kqLsi6h_LvE,449,"Mar 5, 2009",0,no Comments ,1,0
381,https://www.youtube.com/watch?v=JwW91OdzCsA,19807,"Sep 25, 2009",4,"['WTF !!??', 'that plane is HAULING ASSSS!!', 'HALT SYSTEM', 'wow thats crazy']",18,0
382,https://www.youtube.com/watch?v=20rTq7oaOI8,410,"Mar 26, 2011",3,"['@Belle5Fleur we hope so :D', ""Awwww....i never saw this one before!!   You're definitely having another one of those BIG HAIR days at Mythicbells...kinda like Texas...LOL!!"", 'do you give these cats baths? or do you let them bathe themselves?']",12,0
383,https://www.youtube.com/watch?v=9kK6QYTWfnk,2530,"Jan 15, 2010",1,['Who misses the v train?'],10,0
384,https://www.youtube.com/watch?v=dvA132rFvBo,1955,"Feb 20, 2010",0,no Comments ,2,0
385,https://www.youtube.com/watch?v=iDiquAd4VP8,141,"May 17, 2011",0,no Comments ,0,0
386,https://www.youtube.com/watch?v=MmsWj727WGs,1116,"Jul 11, 2009",1,['Vraiment bien fait ca serait pas pire un video des shows de boucane ...'],2,1
387,https://www.youtube.com/watch?v=HI7eV37ZOuU,1975,"Dec 7, 2008",0,no Comments ,3,1
388,https://www.youtube.com/watch?v=xXdFEfKZbNA,3651,"Nov 17, 2010",2,"['310hp atw', 'are u safe enough chris\nlol']",6,0
389,https://www.youtube.com/watch?v=0C5BYgJspbE,1827,"Jul 30, 2010",7,"['Awesome!!!  : D', 'dope vid. keep doing wat cha doin! =)', 'nice video, yaw was gettin off', ""what's tha name song plzzzz"", '@kkidaalien', 'dis iz dope', 'lolyall is to cutie']",13,1
390,https://www.youtube.com/watch?v=9I5WlPBYw24,718,"Mar 15, 2011",0,no Comments ,3,0
391,https://www.youtube.com/watch?v=lmyR9EFxni8,14833,"Nov 11, 2010",19,"['@MrGunSlanga sure. they do two loads. yesterday there second load the trcuk wasnt half full', '@wmautoreach123 thank you', '@TheTransitCamera hostley idk the size. and thanks man', '@TheOTTO2732 ;)', '@staintedcards o ok. here recycling is like 3 trash routes in 1 so its gonna be like 2 loads', '@monko1265 Thanks yes he is! and u used to work for american?', '@staintedcards lol they have 5 more neighborhoods this day after this one.', '@monko1265 Ahh ok wow. for both trash and recycle this is there biggest part of the route ( trash comes monday and thursday and recycle thursday)', '@staintedcards lol csi takes bulk items with recycling', '@nokia3750 thanks', '@internationalRLfan thanks', '@rws676 thnk you sir', '@lahluv they still can make 1 load even when i had manual recycle they dumped maybe once a week  ', 'excellent footage my friend', 'Nice!!', 'nice video  ', '@lahluv prolly 1 load and a half  cause recycle isnt really a heavy load you mostly have boxes paper and other stuff  cans bottles coat hangers  maybe an old trash can somebody throws out   even seen somebody throw away bike parts  dude i seen a fender in the recycle once i drove by and was like WTF lol', 'hay nxt time can u ask dem how many tons of recyle they get? plse ', 'they prolly make 6 tons recycle maybe 7 most of it is all boxes ']",17,2
392,https://www.youtube.com/watch?v=lEVfhQk_z6M,97167,"Oct 16, 2008",4,"['Of course! he likes scratching his head and face.\nBut, he likes scratching his back more.\nHe likes in particular the root of the tail.\nIt is a comfortable point to a cat.', 'コメントありがとうございます。\n\n＞ウザーって、多分ワンちゃんに通じてますよ～（笑）\ufeff \n\nハハ、気をつけますネ！\nおっと、ちなみに、私のもワンコではなく猫です。\n元オス猫ですが、雄って人間も猫も自立しない超甘えん坊のようですね・・・。', 'Your English is very good.', 'かわいいですね。\n人間が忙しくない時は本当に愛しいけど、\n犬と比べて猫ってほったらかしでいいと思いきや、撫で撫で構って構って要求は犬以上ですね・・・。個々の猫の性格によるとは思うけど・・・。\n私は夜中寝ている時も軽く頭皮を引っ掻かれて起こされてます。\n通じない事をいい事に「ウザー」とボヤきながら、マッサージしています。']",60,4
393,https://www.youtube.com/watch?v=1_Y4EGjzuIg,2379,"Sep 11, 2010",4,"['yeah!!! que estilo ;)', 'que bien !', 'raaasstsaaaa maaannnn', 'le ponen musica seria la verga']",12,4
394,https://www.youtube.com/watch?v=Nx-MzB6Fw4Q,3905,"Jun 14, 2009",0,no Comments ,4,1
395,https://www.youtube.com/watch?v=7J-u7Jk79qU,468,"Jul 17, 2010",0,no Comments ,3,0
